../../bgmaps/AR0600SR.map
(149,64) (140,55)
(115,147) (164,80)
(79,63) (60,140)
(73,125) (67,141)
(44,157) (113,48)
(149,58) (148,57)
(169,86) (168,106)
(73,127) (38,177)
(57,141) (47,149)
(31,177) (39,163)
(48,150) (27,176)
(98,51) (125,47)
(71,137) (168,107)
(149,63) (97,53)
(53,156) (52,153)
(72,128) (161,75)
(115,50) (149,63)
(109,146) (69,146)
(112,145) (79,137)
(90,122) (42,159)
(18,180) (63,105)
(72,128) (64,145)
(100,143) (113,49)
(61,154) (42,156)
(29,185) (72,68)
(62,112) (135,142)
(25,185) (83,134)
(40,163) (66,115)
(68,78) (65,78)
(47,149) (52,154)
(103,47) (143,60)
(24,189) (34,178)
(168,107) (71,70)
(169,97) (167,93)
(48,158) (83,61)
(72,129) (149,135)
(169,88) (31,180)
(38,179) (167,81)
(48,161) (78,61)
(131,54) (52,159)
(71,120) (45,164)
(85,134) (62,101)
(39,173) (65,141)
(39,170) (51,159)
(62,105) (39,171)
(142,60) (64,88)
(56,155) (47,168)
(162,123) (164,77)
(39,163) (150,135)
(143,56) (87,119)
(74,127) (126,144)
(65,110) (106,51)
(68,135) (90,123)
(98,143) (137,143)
(25,190) (84,59)
(85,55) (164,77)
(74,67) (53,155)
(50,153) (56,144)
(37,180) (123,147)
(69,73) (80,132)
(164,74) (107,146)
(93,143) (91,141)
(73,137) (67,135)
(136,56) (61,95)
(41,155) (30,179)
(32,185) (52,156)
(33,166) (67,135)
(36,180) (74,139)
(64,143) (30,187)
(121,145) (37,169)
(169,94) (49,159)
(111,45) (86,123)
(70,120) (102,48)
(64,141) (89,140)
(162,119) (39,159)
(54,143) (61,89)
(153,64) (162,121)
(130,143) (65,83)
(168,89) (53,151)
(97,51) (109,46)
(104,46) (94,53)
(62,87) (153,61)
(66,115) (72,140)
(152,67) (18,180)
(57,155) (123,51)
(66,142) (70,134)
(129,144) (41,171)
(71,140) (65,140)
(166,112) (149,61)
(66,117) (103,47)
(35,182) (151,63)
(64,116) (78,136)
(67,75) (67,76)
(45,167) (72,118)
(58,152) (137,57)
(86,139) (165,112)
(16,184) (116,50)
(137,142) (67,122)
(107,49) (39,165)
(64,103) (145,140)
(52,146) (165,81)
(42,173) (61,142)
(69,137) (36,173)
(66,113) (166,108)
(60,143) (155,131)
(105,144) (164,112)
(59,150) (55,153)
(49,148) (149,64)
(124,47) (80,139)
(77,131) (100,52)
(67,133) (74,140)
(69,138) (104,144)
(40,169) (32,182)
(48,157) (165,85)
(18,183) (36,171)
(116,148) (165,88)
(107,49) (96,141)
(26,182) (103,144)
(89,52) (71,120)
(78,128) (75,63)
(130,50) (110,50)
(62,86) (150,62)
(144,55) (17,181)
(58,154) (71,145)
(86,138) (62,138)
(21,178) (26,184)
(168,90) (82,128)
(82,132) (69,134)
(138,142) (72,130)
(101,50) (93,142)
(163,118) (42,163)
(72,68) (67,141)
(162,119) (153,65)
(27,190) (69,123)
(84,130) (46,170)
(148,61) (78,127)
(65,139) (98,142)
(166,106) (55,144)
(88,122) (89,137)
(45,161) (146,60)
(62,111) (137,143)
(30,188) (64,87)
(74,67) (60,144)
(40,157) (110,49)
(61,151) (116,47)
(66,116) (85,126)
(59,143) (28,189)
(146,139) (148,137)
(65,149) (26,192)
(84,131) (65,139)
(116,46) (59,147)
(63,150) (19,187)
(134,51) (119,47)
(161,76) (66,105)
(75,65) (88,54)
(158,126) (65,110)
(58,156) (88,123)
(73,64) (160,121)
(26,176) (149,58)
(52,157) (64,78)
(53,159) (56,144)
(41,158) (68,125)
(52,151) (71,123)
(85,124) (39,168)
(28,177) (168,85)
(96,146) (122,47)
(61,139) (42,172)
(73,133) (126,144)
(82,134) (81,60)
(131,55) (58,147)
(44,155) (66,104)
(68,75) (56,154)
(25,190) (79,130)
(73,138) (168,82)
(63,116) (98,141)
(88,139) (86,120)
(73,134) (45,151)
(63,142) (43,154)
(120,147) (110,147)
(67,148) (123,145)
(23,179) (76,126)
(70,139) (32,176)
(51,162) (44,167)
(133,54) (158,127)
(49,154) (68,145)
(121,46) (68,138)
(52,156) (32,172)
(133,53) (56,157)
(55,145) (121,146)
(70,146) (65,141)
(32,184) (58,153)
(160,69) (61,107)
(137,141) (65,78)
(120,147) (167,112)
(36,164) (81,131)
(23,179) (158,125)
(36,164) (65,117)
(68,78) (41,164)
(69,137) (47,163)
(29,186) (66,146)
(77,140) (150,61)
(43,164) (72,139)
(164,76) (28,173)
(87,57) (27,179)
(78,140) (106,50)
(23,177) (95,145)
(103,50) (75,63)
(114,46) (97,145)
(21,179) (84,60)
(17,182) (96,51)
(140,59) (38,172)
(84,136) (144,56)
(63,113) (143,139)
(70,144) (167,83)
(141,54) (92,141)
(152,64) (67,145)
(136,142) (144,138)
(97,49) (44,171)
(17,182) (43,170)
(65,149) (24,176)
(19,187) (125,147)
(133,50) (140,55)
(57,154) (48,155)
(96,146) (21,179)
(45,158) (118,147)
(86,128) (139,59)
(148,135) (78,62)
