(13,5) (9,10) problem_set5_map1.map
(10,8) (9,6) problem_set5_map1.map
(10,6) (5,10) problem_set5_map1.map
(10,6) (5,3) problem_set5_map1.map
(3,4) (12,11) problem_set5_map1.map
(8,7) (9,7) problem_set5_map1.map
(10,12) (4,14) problem_set5_map1.map
(4,12) (4,8) problem_set5_map1.map
(2,4) (9,4) problem_set5_map1.map
(4,0) (9,4) problem_set5_map1.map
(12,11) (2,9) problem_set5_map1.map
(6,10) (10,12) problem_set5_map1.map
(7,4) (0,14) problem_set5_map1.map
(3,9) (0,6) problem_set5_map1.map
(6,1) (4,7) problem_set5_map1.map
(6,7) (4,7) problem_set5_map1.map
(13,2) (1,1) problem_set5_map1.map
(14,13) (9,9) problem_set5_map1.map
(7,11) (9,5) problem_set5_map1.map
(0,13) (10,0) problem_set5_map1.map
(6,2) (8,5) problem_set5_map1.map
(4,8) (2,0) problem_set5_map1.map
(13,4) (9,5) problem_set5_map1.map
(7,8) (0,9) problem_set5_map1.map
(3,10) (11,8) problem_set5_map1.map
(10,13) (0,7) problem_set5_map1.map
(14,2) (2,9) problem_set5_map1.map
(10,4) (7,7) problem_set5_map1.map
(2,8) (14,13) problem_set5_map1.map
(7,13) (8,9) problem_set5_map1.map
(3,6) (14,5) problem_set5_map1.map
(13,1) (2,9) problem_set5_map1.map
(0,7) (13,0) problem_set5_map1.map
(12,3) (7,3) problem_set5_map1.map
(7,6) (12,1) problem_set5_map1.map
(2,4) (14,8) problem_set5_map1.map
(5,7) (7,12) problem_set5_map1.map
(2,9) (3,12) problem_set5_map1.map
(1,3) (9,2) problem_set5_map1.map
(4,6) (5,13) problem_set5_map1.map
(6,11) (14,4) problem_set5_map1.map
(6,5) (6,14) problem_set5_map1.map
(2,14) (2,10) problem_set5_map1.map
(13,6) (4,7) problem_set5_map1.map
(1,9) (6,5) problem_set5_map1.map
(13,1) (5,0) problem_set5_map1.map
(5,11) (12,3) problem_set5_map1.map
(8,9) (6,3) problem_set5_map1.map
(10,4) (5,13) problem_set5_map1.map
(14,6) (3,11) problem_set5_map1.map
(11,6) (11,2) problem_set5_map2.map
(11,6) (10,6) problem_set5_map2.map
(3,1) (4,0) problem_set5_map2.map
(5,2) (2,12) problem_set5_map2.map
(9,13) (4,13) problem_set5_map2.map
(2,4) (6,6) problem_set5_map2.map
(1,7) (8,13) problem_set5_map2.map
(7,11) (3,6) problem_set5_map2.map
(7,0) (3,6) problem_set5_map2.map
(4,3) (2,10) problem_set5_map2.map
(2,8) (8,12) problem_set5_map2.map
(10,12) (9,5) problem_set5_map2.map
(3,1) (7,5) problem_set5_map2.map
(6,1) (3,8) problem_set5_map2.map
(2,9) (2,10) problem_set5_map2.map
(11,2) (8,11) problem_set5_map2.map
(4,11) (9,5) problem_set5_map2.map
(0,7) (3,10) problem_set5_map2.map
(2,5) (9,5) problem_set5_map2.map
(5,2) (2,10) problem_set5_map2.map
(11,13) (11,11) problem_set5_map2.map
(3,8) (7,11) problem_set5_map2.map
(2,4) (4,11) problem_set5_map2.map
