(14,4) (6,0) problem_set1_map6.map
(1,16) (14,15) problem_set1_map6.map
(15,1) (6,14) problem_set1_map6.map
(14,12) (16,11) problem_set1_map6.map
(3,2) (14,14) problem_set1_map6.map
(0,11) (16,3) problem_set1_map6.map
(13,16) (16,0) problem_set1_map6.map
(16,14) (13,15) problem_set1_map6.map
(4,15) (7,10) problem_set1_map6.map
(0,12) (5,14) problem_set1_map6.map
(9,15) (0,10) problem_set1_map6.map
(16,6) (10,0) problem_set1_map6.map
(16,15) (3,9) problem_set1_map6.map
(7,16) (16,8) problem_set1_map6.map
(0,14) (16,8) problem_set1_map6.map
(8,3) (0,1) problem_set1_map6.map
(8,9) (9,2) problem_set1_map6.map
(15,16) (15,12) problem_set1_map6.map
(16,16) (8,12) problem_set1_map6.map
(12,3) (2,2) problem_set1_map6.map
(15,8) (0,16) problem_set1_map6.map
(14,9) (8,8) problem_set1_map6.map
(0,0) (15,4) problem_set1_map6.map
(14,5) (4,15) problem_set1_map6.map
(16,15) (1,0) problem_set1_map6.map
(8,11) (9,14) problem_set1_map6.map
(1,10) (1,0) problem_set1_map6.map
(2,15) (7,8) problem_set1_map6.map
(7,9) (9,14) problem_set1_map6.map
(6,16) (16,2) problem_set1_map6.map
(4,3) (15,2) problem_set1_map6.map
(14,4) (11,14) problem_set1_map6.map
(8,8) (16,3) problem_set1_map6.map
(15,8) (8,8) problem_set1_map6.map
(2,0) (12,14) problem_set1_map6.map
(1,12) (1,9) problem_set1_map6.map
(8,13) (1,2) problem_set1_map6.map
(9,16) (9,13) problem_set1_map6.map
(14,9) (12,3) problem_set1_map6.map
(9,10) (0,8) problem_set1_map6.map
(13,3) (4,2) problem_set1_map6.map
(11,2) (9,15) problem_set1_map6.map
(5,2) (14,0) problem_set1_map6.map
(15,3) (7,13) problem_set1_map6.map
(7,15) (5,3) problem_set1_map6.map
(11,16) (11,1) problem_set1_map6.map
(15,9) (11,3) problem_set1_map6.map
(6,16) (16,16) problem_set1_map6.map
(3,12) (14,7) problem_set1_map6.map
(7,8) (8,12) problem_set1_map6.map
(0,12) (0,0) problem_set1_map7.map
(0,13) (8,6) problem_set1_map7.map
(2,10) (9,0) problem_set1_map7.map
(12,6) (0,14) problem_set1_map7.map
(0,13) (13,2) problem_set1_map7.map
(6,6) (13,1) problem_set1_map7.map
(5,2) (2,2) problem_set1_map7.map
(12,13) (13,3) problem_set1_map7.map
(12,3) (13,9) problem_set1_map7.map
(0,1) (8,9) problem_set1_map7.map
(9,14) (13,7) problem_set1_map7.map
(8,10) (13,9) problem_set1_map7.map
(11,0) (14,6) problem_set1_map7.map
(14,7) (14,12) problem_set1_map7.map
(1,10) (3,1) problem_set1_map7.map
(12,1) (14,3) problem_set1_map7.map
(3,1) (13,14) problem_set1_map7.map
(14,11) (3,12) problem_set1_map7.map
(7,0) (14,0) problem_set1_map7.map
(12,10) (8,13) problem_set1_map7.map
(7,6) (0,0) problem_set1_map7.map
(7,0) (6,10) problem_set1_map7.map
(3,2) (4,14) problem_set1_map7.map
(2,14) (13,8) problem_set1_map7.map
(8,8) (3,0) problem_set1_map7.map
(12,0) (0,8) problem_set1_map7.map
(1,8) (0,12) problem_set1_map7.map
(7,0) (7,9) problem_set1_map7.map
(2,1) (13,8) problem_set1_map7.map
(0,6) (0,12) problem_set1_map7.map
(13,10) (0,9) problem_set1_map7.map
(2,0) (7,12) problem_set1_map7.map
(13,8) (1,12) problem_set1_map7.map
(1,8) (8,9) problem_set1_map7.map
(1,13) (2,1) problem_set1_map7.map
(1,7) (14,1) problem_set1_map7.map
(3,1) (14,7) problem_set1_map7.map
(0,13) (13,5) problem_set1_map7.map
(13,6) (2,12) problem_set1_map7.map
(8,13) (1,14) problem_set1_map7.map
(6,12) (6,14) problem_set1_map7.map
(7,6) (5,2) problem_set1_map7.map
(1,11) (6,7) problem_set1_map7.map
(12,12) (9,12) problem_set1_map7.map
(7,14) (6,1) problem_set1_map7.map
(0,8) (14,9) problem_set1_map7.map
