../../bgmaps/AR0413SR.map
(37,63) (45,92) (40,61)
(65,63) (73,59) (20,44)
(40,52) (19,88) (25,65)
(25,32) (65,52) (15,65)
(18,66) (16,68) (21,79)
(33,63) (23,38) (55,77)
(87,44) (39,93) (88,48)
(85,44) (66,62) (29,86)
(17,68) (73,61) (74,58)
(58,73) (60,87) (47,93)
(91,53) (24,65) (55,74)
(65,55) (65,62) (41,58)
(89,51) (63,67) (90,51)
(84,58) (62,48) (22,80)
(33,63) (60,98) (47,93)
(18,70) (30,86) (49,92)
(49,92) (56,71) (60,83)
(46,94) (20,65) (57,69)
(29,84) (27,84) (46,95)
(19,68) (56,84) (20,43)
(82,34) (26,83) (24,37)
(69,59) (78,61) (64,62)
(57,83) (65,59) (40,65)
(21,84) (20,37) (20,38)
(43,68) (50,69) (65,55)
(89,60) (43,92) (26,64)
(39,93) (60,69) (87,48)
(85,42) (37,61) (44,68)
(42,65) (58,80) (18,76)
(26,81) (67,58) (21,78)
(20,40) (65,55) (89,53)
(19,38) (14,55) (18,41)
(17,43) (63,49) (29,84)
(87,61) (51,92) (18,88)
(62,105) (58,83) (83,35)
(66,60) (86,42) (45,94)
(53,95) (46,67) (39,93)
(42,92) (61,68) (36,62)
(65,57) (63,57) (14,56)
(22,76) (55,79) (53,69)
(25,81) (63,55) (34,61)
(50,71) (28,88) (18,67)
(17,73) (87,47) (37,89)
(50,95) (22,76) (21,41)
(35,91) (61,100) (82,35)
(32,89) (24,36) (57,78)
(29,63) (60,90) (89,51)
(61,69) (45,92) (62,97)
(63,52) (14,56) (86,45)
(27,34) (49,69) (15,67)
(57,69) (71,60) (18,45)
(57,94) (16,55) (89,61)
(15,61) (37,90) (57,87)
(56,77) (48,92) (58,71)
(18,67) (29,86) (46,68)
(45,66) (40,58) (56,68)
(22,36) (47,93) (63,54)
(47,95) (60,96) (18,86)
(73,60) (87,47) (60,67)
(32,87) (60,94) (18,41)
(52,95) (21,38) (15,49)
(45,92) (85,61) (68,58)
(19,76) (16,59) (23,80)
(79,60) (18,86) (41,66)
(64,62) (55,94) (40,94)
(35,90) (85,42) (24,36)
(60,99) (25,35) (34,88)
(25,85) (90,48) (35,63)
(87,41) (56,71) (40,93)
(66,54) (74,59) (24,36)
(36,90) (41,91) (89,58)
(55,75) (83,34) (15,59)
(91,56) (48,95) (17,42)
(73,58) (22,39) (27,88)
(22,82) (18,46) (46,94)
(77,60) (89,46) (88,47)
(87,43) (65,63) (64,63)
(41,60) (81,37) (23,67)
(56,82) (59,90) (64,50)
(91,60) (55,73) (62,98)
(73,60) (59,68) (25,65)
(40,56) (22,39) (18,86)
(62,99) (61,90) (48,93)
(45,94) (56,74) (32,91)
(19,86) (26,87) (62,96)
(82,38) (38,60) (21,75)
(72,58) (29,64) (24,38)
(42,66) (89,49) (86,40)
(22,78) (60,84) (19,73)
(16,47) (16,44) (27,88)
(55,79) (34,63) (27,64)
(65,58) (81,33) (89,54)
(57,88) (82,60) (70,58)
(49,95) (15,63) (79,58)
(22,37) (27,86) (77,58)
(21,67) (34,91) (42,64)
(64,58) (18,67) (15,54)
(39,57) (58,74) (83,61)
(89,54) (25,83) (44,67)
(64,57) (64,57) (39,58)
(48,71) (16,53) (30,86)
(20,44) (83,38) (43,67)
(15,62) (63,53) (17,67)
(59,87) (19,69) (81,60)
(19,68) (73,58) (90,61)
(91,60) (53,72) (65,51)
(19,77) (62,99) (91,50)
(16,66) (86,60) (26,65)
(39,57) (49,69) (83,40)
(20,75) (41,60) (83,39)
(19,39) (83,35) (59,93)
(35,90) (25,81) (20,43)
(14,58) (55,70) (40,54)
(64,59) (58,87) (81,60)
(43,93) (25,32) (87,40)
(31,87) (23,65) (25,64)
(86,38) (17,45) (22,85)
(60,101) (70,59) (17,59)
(18,42) (57,87) (86,60)
(22,39) (39,59) (24,81)
(82,36) (40,65) (64,64)
(23,80) (29,65) (35,62)
(77,59) (63,97) (24,83)
(60,85) (85,40) (58,68)
(53,95) (16,53) (61,92)
(57,93) (18,73) (28,86)
(88,52) (44,92) (60,67)
(85,42) (63,104) (14,64)
(34,91) (64,63) (63,104)
(19,84) (68,57) (72,61)
(63,102) (14,55) (37,90)
(63,54) (88,41) (41,53)
(62,68) (28,84) (56,73)
(38,62) (17,47) (90,49)
(57,71) (43,91) (86,45)
(58,79) (40,52) (70,57)
(21,36) (58,90) (89,49)
(75,58) (33,89) (30,63)
(22,35) (58,82) (32,64)
(28,63) (26,87) (24,65)
(17,55) (39,63) (63,49)
(41,63) (22,85) (60,87)
(54,95) (63,103) (62,105)
(25,32) (52,95) (64,54)
(47,94) (59,84) (17,86)
(17,73) (90,61) (63,52)
(40,94) (88,50) (15,57)
(15,90) (41,91) (26,64)
(16,61) (25,83) (87,61)
(17,74) (62,67) (34,91)
(20,77) (89,51) (62,99)
(43,65) (61,90) (25,65)
(60,89) (43,68) (33,88)
(23,35) (19,87) (88,52)
(32,87) (16,66) (22,85)
(88,47) (25,84) (87,45)
(56,95) (91,59) (21,38)
(14,63) (58,93) (20,78)
(57,79) (58,83) (45,95)
(16,69) (61,97) (20,75)
(33,88) (62,98) (82,37)
(89,61) (27,85) (48,68)
(50,70) (17,54) (15,55)
(51,94) (29,63) (50,93)
(16,90) (40,54) (26,66)
(60,96) (30,63) (47,92)
