../../bgmaps/AR0082SR.map
(27,39) (32,33) (31,31)
(28,27) (26,28) (17,29)
(28,31) (21,29) (21,28)
(30,38) (32,41) (29,34)
(29,37) (32,36) (34,40)
(29,33) (34,35) (30,39)
(26,41) (27,25) (32,32)
(27,30) (21,28) (18,30)
(24,26) (29,33) (31,37)
(21,30) (19,27) (25,39)
(22,27) (30,42) (35,41)
(29,38) (27,36) (28,38)
(21,31) (28,29) (26,37)
(32,39) (32,42) (20,32)
(22,27) (27,42) (33,41)
(23,35) (21,28) (27,39)
(33,42) (28,41) (33,38)
(22,35) (30,40) (23,26)
(23,28) (30,35) (35,42)
(26,41) (20,27) (24,38)
(22,32) (21,32) (22,34)
(29,31) (21,32) (27,27)
(30,31) (32,33) (26,40)
(31,40) (23,25) (24,27)
(33,35) (33,34) (32,44)
(29,34) (32,41) (29,33)
(25,38) (32,40) (29,37)
(28,41) (26,41) (27,30)
(30,32) (34,35) (30,37)
(20,32) (19,29) (23,28)
(33,34) (34,41) (31,38)
(27,36) (22,29) (21,28)
(28,39) (24,38) (27,40)
(21,32) (23,33) (33,40)
(28,28) (17,29) (32,42)
(31,41) (34,40) (34,35)
(32,41) (23,26) (31,40)
(21,27) (28,40) (19,29)
(28,40) (31,38) (32,43)
(25,27) (28,35) (19,26)
(29,30) (26,28) (27,42)
(33,34) (23,26) (22,26)
(33,33) (25,26) (31,34)
(30,34) (20,28) (31,31)
(23,33) (19,31) (32,33)
(22,32) (21,32) (35,41)
(32,41) (23,29) (23,26)
(27,42) (26,41) (28,31)
(26,23) (32,40) (31,40)
(22,30) (34,43) (28,30)
(28,38) (32,41) (32,44)
(25,37) (18,27) (29,34)
(23,33) (27,37) (30,42)
(23,34) (32,41) (27,29)
(32,36) (27,36) (23,33)
(29,33) (23,29) (26,23)
(29,33) (26,41) (23,29)
(20,31) (27,38) (28,42)
(25,24) (22,35) (22,36)
(34,40) (23,25) (28,30)
(19,30) (30,32) (32,39)
(29,40) (32,42) (27,28)
(18,27) (26,41) (21,29)
(31,40) (30,37) (21,28)
(29,34) (23,33) (29,30)
(27,29) (22,27) (29,41)
(26,25) (27,38) (23,33)
(29,38) (27,39) (29,37)
(23,33) (22,31) (28,42)
(23,25) (30,42) (21,32)
