(0,13) (27,2) problem_set3_map16.map
(0,21) (20,37) problem_set3_map16.map
(36,7) (7,4) problem_set3_map16.map
(2,0) (22,6) problem_set3_map16.map
(4,5) (32,32) problem_set3_map16.map
(35,8) (18,12) problem_set3_map16.map
(8,10) (6,2) problem_set3_map16.map
(31,20) (32,29) problem_set3_map16.map
(12,17) (20,1) problem_set3_map16.map
(12,16) (11,20) problem_set3_map16.map
(1,32) (16,5) problem_set3_map16.map
(30,4) (18,12) problem_set3_map16.map
(32,0) (34,36) problem_set3_map16.map
(21,27) (32,15) problem_set3_map16.map
(12,0) (26,30) problem_set3_map16.map
(1,21) (18,10) problem_set3_map16.map
(32,12) (33,1) problem_set3_map16.map
(37,25) (36,14) problem_set3_map16.map
(7,1) (22,22) problem_set3_map16.map
(17,14) (6,26) problem_set3_map16.map
(19,10) (30,25) problem_set3_map16.map
(11,0) (13,36) problem_set3_map16.map
(32,5) (15,30) problem_set3_map16.map
(37,22) (6,26) problem_set3_map16.map
(37,14) (35,19) problem_set3_map16.map
(23,25) (21,5) problem_set3_map16.map
(29,22) (16,16) problem_set3_map16.map
(6,1) (30,24) problem_set3_map16.map
(13,7) (26,8) problem_set3_map16.map
(35,2) (31,12) problem_set3_map16.map
(17,9) (30,20) problem_set3_map16.map
(16,22) (32,31) problem_set3_map16.map
(7,30) (12,21) problem_set3_map16.map
(17,6) (21,4) problem_set3_map16.map
(18,36) (22,23) problem_set3_map16.map
(20,37) (0,33) problem_set3_map16.map
(24,6) (0,6) problem_set3_map16.map
(10,30) (15,14) problem_set3_map16.map
(36,20) (32,27) problem_set3_map16.map
(21,37) (36,13) problem_set3_map16.map
(31,15) (0,36) problem_set3_map16.map
(21,5) (22,7) problem_set3_map16.map
(16,16) (5,31) problem_set3_map16.map
(10,25) (30,21) problem_set3_map16.map
(1,37) (0,5) problem_set3_map16.map
(21,34) (5,26) problem_set3_map16.map
(26,15) (25,33) problem_set3_map16.map
(31,31) (20,18) problem_set3_map16.map
(33,27) (32,27) problem_set3_map16.map
(12,37) (25,25) problem_set3_map16.map
(22,21) (5,2) problem_set3_map16.map
(13,35) (1,0) problem_set3_map16.map
(29,36) (4,12) problem_set3_map16.map
(31,3) (22,34) problem_set3_map16.map
(2,1) (16,11) problem_set3_map16.map
(26,16) (26,34) problem_set3_map16.map
(30,28) (7,23) problem_set3_map16.map
(23,17) (21,3) problem_set3_map16.map
(1,31) (22,36) problem_set3_map16.map
(11,32) (27,16) problem_set3_map16.map
(16,34) (7,1) problem_set3_map16.map
(7,37) (17,23) problem_set3_map16.map
(13,6) (24,5) problem_set3_map16.map
(7,17) (11,0) problem_set3_map16.map
(36,30) (31,3) problem_set3_map16.map
(25,22) (35,4) problem_set3_map16.map
(6,15) (8,5) problem_set3_map16.map
(21,3) (35,19) problem_set3_map16.map
(35,5) (27,16) problem_set3_map16.map
(34,32) (21,25) problem_set3_map16.map
(5,12) (14,37) problem_set3_map16.map
(15,25) (5,24) problem_set3_map16.map
(2,35) (20,32) problem_set3_map16.map
(26,9) (0,30) problem_set3_map16.map
(37,8) (30,2) problem_set3_map16.map
(16,16) (9,25) problem_set3_map16.map
(9,31) (34,36) problem_set3_map16.map
(25,15) (2,5) problem_set3_map16.map
(22,6) (15,7) problem_set3_map16.map
(9,35) (30,14) problem_set3_map16.map
(15,11) (1,34) problem_set3_map16.map
(8,12) (20,18) problem_set3_map16.map
(34,37) (6,22) problem_set3_map16.map
(12,1) (22,16) problem_set3_map16.map
(32,25) (12,6) problem_set3_map16.map
(30,13) (1,2) problem_set3_map16.map
(26,6) (23,5) problem_set3_map16.map
(34,1) (35,9) problem_set3_map16.map
(14,5) (17,35) problem_set3_map16.map
(9,30) (3,10) problem_set3_map16.map
(20,15) (32,27) problem_set3_map16.map
(22,19) (31,30) problem_set3_map16.map
(27,22) (2,22) problem_set3_map16.map
(10,6) (29,5) problem_set3_map16.map
(10,31) (5,24) problem_set3_map16.map
(13,30) (10,37) problem_set3_map16.map
(26,21) (24,25) problem_set3_map16.map
(13,31) (1,20) problem_set3_map16.map
(23,20) (20,10) problem_set3_map16.map
