(6,8) (2,4) problem_set5_map1.map
(11,1) (11,12) problem_set5_map1.map
(4,2) (9,7) problem_set5_map1.map
(10,11) (6,13) problem_set5_map1.map
(0,3) (2,8) problem_set5_map1.map
(3,4) (4,6) problem_set5_map1.map
(3,12) (4,5) problem_set5_map1.map
(10,4) (7,5) problem_set5_map1.map
(10,12) (6,2) problem_set5_map1.map
(6,10) (13,8) problem_set5_map1.map
(13,8) (9,4) problem_set5_map1.map
(8,8) (8,2) problem_set5_map1.map
(8,4) (2,13) problem_set5_map1.map
(0,11) (3,1) problem_set5_map1.map
(8,2) (12,1) problem_set5_map1.map
(12,5) (0,11) problem_set5_map1.map
(0,6) (9,7) problem_set5_map1.map
(11,8) (4,8) problem_set5_map1.map
(4,0) (6,5) problem_set5_map1.map
(10,6) (4,3) problem_set5_map1.map
(8,13) (14,10) problem_set5_map1.map
(9,9) (12,10) problem_set5_map1.map
(4,1) (4,14) problem_set5_map1.map
(4,1) (14,13) problem_set5_map1.map
(10,1) (11,11) problem_set5_map1.map
(13,7) (9,10) problem_set5_map1.map
(5,1) (6,1) problem_set5_map1.map
(2,13) (14,5) problem_set5_map1.map
(8,14) (2,9) problem_set5_map1.map
(3,7) (2,2) problem_set5_map1.map
(0,11) (1,13) problem_set5_map1.map
(2,13) (0,2) problem_set5_map1.map
(11,5) (14,6) problem_set5_map1.map
(5,10) (0,6) problem_set5_map1.map
(5,12) (1,2) problem_set5_map1.map
(4,9) (14,10) problem_set5_map1.map
(0,13) (13,3) problem_set5_map1.map
(11,6) (4,14) problem_set5_map1.map
(3,3) (1,8) problem_set5_map1.map
(4,13) (14,4) problem_set5_map1.map
(12,4) (2,6) problem_set5_map1.map
(8,0) (2,6) problem_set5_map1.map
(9,7) (10,13) problem_set5_map1.map
(2,12) (3,7) problem_set5_map1.map
(13,7) (5,4) problem_set5_map1.map
(5,9) (14,3) problem_set5_map1.map
(6,2) (8,7) problem_set5_map1.map
(0,6) (2,8) problem_set5_map1.map
(7,14) (6,1) problem_set5_map1.map
(2,14) (12,11) problem_set5_map1.map
(6,6) (0,5) problem_set5_map2.map
(3,1) (2,7) problem_set5_map2.map
(6,6) (1,5) problem_set5_map2.map
(5,11) (2,13) problem_set5_map2.map
(9,13) (5,7) problem_set5_map2.map
(2,2) (5,11) problem_set5_map2.map
(3,12) (3,11) problem_set5_map2.map
(3,12) (3,11) problem_set5_map2.map
(1,0) (3,1) problem_set5_map2.map
(10,5) (5,3) problem_set5_map2.map
(11,5) (0,0) problem_set5_map2.map
(4,11) (3,5) problem_set5_map2.map
(10,1) (3,10) problem_set5_map2.map
(4,0) (6,4) problem_set5_map2.map
(9,13) (7,12) problem_set5_map2.map
(11,6) (1,6) problem_set5_map2.map
(6,2) (6,3) problem_set5_map2.map
(8,11) (6,12) problem_set5_map2.map
(2,12) (2,10) problem_set5_map2.map
(6,0) (4,2) problem_set5_map2.map
(8,5) (6,4) problem_set5_map2.map
(0,5) (3,13) problem_set5_map2.map
(9,1) (10,6) problem_set5_map2.map
(8,2) (7,7) problem_set5_map2.map
(11,11) (2,7) problem_set5_map2.map
(10,5) (2,1) problem_set5_map2.map
(5,12) (4,4) problem_set5_map2.map
(2,2) (3,6) problem_set5_map2.map
(7,2) (2,11) problem_set5_map2.map
(9,11) (9,11) problem_set5_map2.map
(2,10) (1,5) problem_set5_map2.map
(10,6) (4,1) problem_set5_map2.map
(6,13) (0,7) problem_set5_map2.map
(2,3) (5,5) problem_set5_map2.map
(9,11) (10,13) problem_set5_map2.map
(1,0) (2,3) problem_set5_map2.map
(1,5) (1,5) problem_set5_map2.map
(0,0) (2,7) problem_set5_map2.map
(7,2) (8,5) problem_set5_map2.map
(7,12) (2,13) problem_set5_map2.map
(3,2) (4,6) problem_set5_map2.map
(2,9) (2,5) problem_set5_map2.map
(1,0) (7,0) problem_set5_map2.map
(7,11) (5,5) problem_set5_map2.map
(9,1) (3,13) problem_set5_map2.map
(2,11) (5,5) problem_set5_map2.map
(0,0) (1,6) problem_set5_map2.map
(6,4) (7,4) problem_set5_map2.map
(9,6) (2,1) problem_set5_map2.map
(6,4) (2,3) problem_set5_map2.map
(1,8) (3,5) problem_set5_map3.map
(11,10) (7,3) problem_set5_map3.map
(13,11) (8,9) problem_set5_map3.map
(9,7) (8,4) problem_set5_map3.map
(1,6) (2,0) problem_set5_map3.map
(11,13) (12,13) problem_set5_map3.map
(8,13) (8,5) problem_set5_map3.map
(12,9) (13,5) problem_set5_map3.map
(11,7) (11,1) problem_set5_map3.map
(13,1) (8,8) problem_set5_map3.map
(12,13) (10,5) problem_set5_map3.map
(9,5) (11,3) problem_set5_map3.map
(13,4) (5,2) problem_set5_map3.map
(13,13) (4,1) problem_set5_map3.map
(12,6) (10,4) problem_set5_map3.map
(11,9) (4,1) problem_set5_map3.map
(3,6) (1,1) problem_set5_map3.map
(9,12) (7,13) problem_set5_map3.map
(8,6) (5,2) problem_set5_map3.map
(10,3) (4,1) problem_set5_map3.map
(13,9) (7,7) problem_set5_map3.map
(4,1) (2,0) problem_set5_map3.map
(8,4) (3,1) problem_set5_map3.map
(1,6) (2,3) problem_set5_map3.map
(12,4) (5,2) problem_set5_map3.map
(9,6) (4,3) problem_set5_map3.map
(11,9) (12,2) problem_set5_map3.map
(8,10) (10,10) problem_set5_map3.map
(13,10) (7,2) problem_set5_map3.map
(8,6) (7,7) problem_set5_map3.map
(10,12) (7,11) problem_set5_map3.map
(9,4) (4,3) problem_set5_map3.map
(12,11) (11,5) problem_set5_map3.map
(7,6) (12,3) problem_set5_map3.map
(1,12) (7,3) problem_set5_map3.map
(2,3) (8,3) problem_set5_map3.map
(11,13) (11,11) problem_set5_map3.map
(12,4) (13,7) problem_set5_map3.map
(12,13) (9,7) problem_set5_map3.map
(3,11) (0,2) problem_set5_map3.map
(12,11) (8,10) problem_set5_map3.map
(2,8) (1,1) problem_set5_map3.map
(7,10) (4,1) problem_set5_map3.map
(12,12) (10,5) problem_set5_map3.map
(1,3) (0,0) problem_set5_map3.map
(10,8) (4,1) problem_set5_map3.map
(3,13) (0,4) problem_set5_map3.map
(10,12) (7,7) problem_set5_map3.map
(11,4) (3,2) problem_set5_map3.map
(0,1) (2,5) problem_set5_map3.map
(5,2) (10,3) problem_set5_map4.map
(1,2) (5,2) problem_set5_map4.map
(2,0) (10,10) problem_set5_map4.map
(8,6) (10,3) problem_set5_map4.map
(7,0) (7,10) problem_set5_map4.map
(5,0) (9,0) problem_set5_map4.map
(3,2) (5,0) problem_set5_map4.map
(10,7) (10,1) problem_set5_map4.map
(8,2) (10,5) problem_set5_map4.map
(6,2) (6,0) problem_set5_map4.map
(11,9) (9,8) problem_set5_map4.map
(3,11) (10,8) problem_set5_map4.map
(0,11) (11,3) problem_set5_map4.map
(1,0) (4,1) problem_set5_map4.map
(0,8) (7,9) problem_set5_map4.map
(5,10) (10,7) problem_set5_map4.map
(4,8) (8,10) problem_set5_map4.map
(1,10) (11,7) problem_set5_map4.map
(6,8) (5,10) problem_set5_map4.map
(10,2) (9,3) problem_set5_map4.map
(11,3) (10,3) problem_set5_map4.map
(5,8) (11,2) problem_set5_map4.map
(4,0) (8,10) problem_set5_map4.map
(5,10) (4,8) problem_set5_map4.map
(4,10) (9,4) problem_set5_map4.map
(10,6) (10,6) problem_set5_map4.map
(8,9) (7,1) problem_set5_map4.map
(11,8) (6,9) problem_set5_map4.map
(5,1) (10,6) problem_set5_map4.map
(8,4) (9,1) problem_set5_map4.map
(6,3) (6,2) problem_set5_map4.map
(2,10) (10,11) problem_set5_map4.map
(5,8) (7,8) problem_set5_map4.map
