../../bgmaps/AR0011SR.map
(152,194) (137,208)
(114,75) (43,52)
(25,142) (110,217)
(202,137) (39,146)
(42,200) (39,187)
(84,83) (42,95)
(145,69) (149,102)
(28,147) (202,81)
(128,37) (118,67)
(155,129) (14,108)
(57,138) (195,85)
(70,21) (104,165)
(59,21) (71,152)
(153,165) (199,77)
(113,73) (74,172)
(201,147) (152,136)
(64,153) (73,162)
(196,111) (146,120)
(57,24) (79,62)
(184,52) (153,66)
(51,119) (11,97)
(186,47) (22,122)
(169,128) (195,60)
(45,139) (167,103)
(22,82) (89,39)
(42,120) (33,125)
(69,60) (68,166)
(198,144) (133,151)
(130,45) (110,53)
(101,165) (80,84)
(196,59) (22,63)
(157,131) (140,44)
(43,112) (40,150)
(119,79) (70,33)
(86,77) (87,25)
(58,105) (201,126)
(68,21) (85,157)
(22,148) (163,109)
(150,95) (180,163)
(59,72) (177,43)
(167,135) (9,91)
(150,166) (136,39)
(197,91) (51,37)
(104,33) (17,131)
(127,218) (37,46)
(166,197) (184,132)
(170,82) (39,104)
(120,48) (165,139)
(181,145) (204,105)
(56,93) (60,103)
(138,204) (11,70)
(170,187) (22,110)
(189,114) (72,124)
(157,122) (128,44)
(125,211) (53,39)
(157,159) (50,96)
(29,149) (155,119)
(172,99) (130,86)
(138,40) (18,115)
(184,137) (164,104)
(115,83) (117,186)
(133,70) (199,140)
(152,50) (170,186)
(177,129) (175,52)
(174,177) (157,190)
(185,175) (53,74)
(60,206) (40,191)
(163,160) (60,145)
(52,83) (88,154)
(185,100) (131,178)
(72,62) (43,117)
(147,206) (88,29)
(129,168) (43,149)
(91,34) (143,185)
(50,200) (37,183)
(118,212) (96,159)
(58,73) (112,69)
(53,28) (131,88)
(168,137) (44,123)
(126,69) (64,146)
(85,142) (92,179)
(187,78) (46,80)
(109,182) (68,161)
(178,49) (62,21)
(57,99) (151,169)
(44,124) (170,186)
(78,173) (55,52)
(203,126) (55,148)
(58,209) (74,198)
(17,120) (184,170)
(117,82) (141,182)
(141,61) (42,157)
(59,164) (58,84)
(126,41) (100,61)
(135,182) (55,126)
(150,208) (97,70)
(204,101) (139,207)
(62,60) (50,137)
(161,90) (68,91)
(206,126) (50,49)
(67,199) (75,200)
(46,117) (123,28)
(60,152) (36,106)
(53,95) (163,168)
(192,163) (20,161)
(157,127) (122,83)
(171,115) (79,36)
(81,166) (170,174)
(87,33) (164,156)
(74,162) (136,36)
(158,66) (17,98)
(157,104) (46,143)
(125,34) (158,154)
(133,39) (54,107)
(110,25) (99,151)
(138,79) (187,63)
(185,175) (91,30)
(164,153) (47,150)
(64,28) (77,80)
(145,70) (24,125)
(176,55) (155,81)
(59,212) (46,192)
(178,143) (186,55)
(57,32) (185,91)
(20,142) (199,81)
(149,139) (100,33)
(11,124) (60,83)
(200,135) (105,62)
(125,173) (70,48)
(130,44) (126,213)
(191,87) (117,177)
(90,169) (26,98)
(188,77) (42,69)
(181,170) (92,178)
(133,152) (158,120)
(110,57) (158,52)
(143,213) (169,140)
(175,128) (42,112)
(121,202) (84,79)
(193,89) (77,160)
(198,102) (177,71)
(50,117) (66,101)
(80,64) (33,55)
(135,146) (165,155)
(125,191) (180,56)
(161,199) (197,105)
(118,66) (152,209)
(61,119) (153,68)
(39,76) (123,64)
(155,196) (140,214)
(192,105) (171,54)
(141,200) (61,160)
(152,69) (27,63)
(153,52) (66,20)
(191,59) (179,114)
(89,172) (36,41)
(17,133) (36,135)
(41,155) (129,42)
(201,122) (152,107)
(37,197) (55,205)
(120,66) (25,148)
(83,164) (157,98)
(203,131) (117,209)
(124,35) (157,131)
(74,155) (165,48)
(124,212) (146,122)
(181,42) (134,64)
(166,150) (147,73)
(10,100) (189,100)
(200,122) (56,149)
(47,93) (82,31)
(187,79) (206,99)
(121,164) (148,140)
(38,191) (43,205)
