../../bgmaps/AR0015SR.map
(32,60) (33,52)
(38,39) (59,62)
(18,41) (64,56)
(30,70) (70,68)
(24,31) (41,48)
(33,48) (47,84)
(49,80) (38,60)
(48,35) (60,55)
(35,14) (41,34)
(15,39) (57,57)
(16,39) (33,26)
(45,42) (60,47)
(22,31) (61,66)
(38,73) (50,47)
(40,25) (65,70)
(72,68) (44,27)
(41,79) (33,63)
(21,42) (24,62)
(36,20) (27,42)
(40,28) (36,40)
(48,47) (51,69)
(39,24) (66,49)
(78,61) (73,54)
(68,66) (23,39)
(49,45) (46,36)
(50,48) (70,64)
(58,47) (22,63)
(24,16) (54,62)
(57,52) (14,39)
(19,27) (34,65)
(25,64) (74,51)
(14,47) (58,45)
(29,30) (69,57)
(35,23) (47,38)
(38,22) (51,37)
(17,42) (47,45)
(26,62) (50,44)
(43,75) (39,44)
(63,59) (26,31)
(48,38) (39,29)
(52,71) (17,47)
(69,66) (42,78)
(28,54) (64,62)
(61,80) (39,65)
(26,64) (27,55)
(25,66) (23,30)
(37,19) (44,43)
(29,41) (41,37)
(41,25) (48,49)
(27,41) (37,45)
(45,52) (24,27)
(60,55) (56,72)
(49,28) (69,59)
(69,66) (20,57)
(49,41) (40,39)
(61,77) (49,51)
(36,69) (73,55)
(66,54) (48,77)
(54,56) (40,31)
(62,56) (39,33)
(76,56) (42,61)
(35,18) (20,57)
(66,61) (41,46)
(30,68) (45,29)
(42,62) (28,51)
(49,77) (36,51)
(50,70) (28,50)
(65,56) (62,56)
(16,32) (48,36)
(69,66) (41,60)
(53,54) (27,62)
(38,62) (18,50)
(46,53) (64,53)
(46,79) (61,66)
(42,80) (41,39)
(39,58) (45,84)
(40,27) (8,43)
(35,40) (53,72)
(39,25) (47,38)
(24,58) (63,40)
(20,43) (54,38)
(43,32) (43,47)
(60,35) (17,40)
(49,38) (56,56)
(33,40) (43,46)
(67,70) (13,39)
(50,72) (44,37)
(48,45) (27,42)
(39,20) (61,48)
(32,61) (31,64)
