../../bgmaps/AR0020SR.map
(23,63) (60,24)
(35,67) (63,26)
(55,30) (12,62)
(44,33) (43,60)
(52,46) (4,69)
(7,72) (20,40)
(47,42) (22,65)
(29,62) (31,43)
(24,61) (60,20)
(18,71) (23,39)
(41,59) (61,28)
(14,42) (44,40)
(32,68) (58,38)
(58,32) (34,40)
(22,65) (13,48)
(15,71) (45,45)
(27,44) (27,71)
(14,51) (25,73)
(44,57) (17,75)
(61,30) (58,38)
(22,59) (26,61)
(15,53) (13,56)
(33,59) (18,67)
(37,49) (53,53)
(24,43) (33,61)
(57,29) (55,33)
(49,41) (33,32)
(38,57) (28,60)
(48,33) (27,69)
(32,52) (62,30)
(58,35) (38,61)
(52,50) (62,26)
(53,38) (46,39)
(66,23) (12,69)
(31,63) (35,55)
(62,22) (34,55)
(24,33) (30,63)
(46,48) (16,42)
(16,73) (66,23)
(26,39) (37,39)
(49,45) (60,31)
(22,42) (9,70)
(23,61) (62,23)
(23,69) (61,31)
(26,63) (21,46)
(6,67) (62,34)
(19,73) (12,51)
(13,50) (26,39)
(56,47) (31,27)
(63,30) (43,46)
(44,56) (48,48)
(43,59) (13,55)
(21,60) (18,71)
(50,54) (23,77)
(44,34) (31,72)
(18,72) (12,43)
(19,37) (36,28)
(18,40) (60,25)
(25,37) (30,43)
(13,66) (61,21)
(39,54) (37,32)
(13,74) (44,51)
(35,26) (57,24)
(13,62) (38,50)
(61,21) (13,57)
(23,61) (48,55)
(20,74) (15,49)
(17,47) (44,61)
(33,54) (28,59)
(22,42) (31,72)
(31,72) (15,74)
(35,43) (42,52)
(45,48) (32,70)
(35,30) (11,59)
(23,63) (59,47)
(15,59) (8,77)
(27,52) (49,43)
(12,73) (42,41)
(40,31) (27,61)
(26,31) (18,44)
(35,50) (60,26)
(17,63) (21,40)
(44,39) (53,49)
(54,33) (14,74)
(46,39) (50,56)
(44,56) (53,45)
(17,60) (66,23)
(38,43) (32,53)
(14,54) (30,35)
(27,69) (10,51)
(44,43) (24,63)
(4,63) (55,27)
(58,36) (22,47)
(32,50) (23,36)
(15,45) (33,67)
(13,47) (57,45)
(17,48) (26,33)
(47,45) (20,59)
(17,46) (26,70)
(49,53) (23,39)
(59,24) (52,46)
(35,68) (5,76)
(42,38) (37,49)
(17,71) (57,37)
(46,56) (15,68)
(50,37) (4,63)
(34,44) (6,69)
(28,71) (22,45)
(14,59) (31,52)
(22,70) (22,64)
(43,29) (56,44)
(15,76) (46,54)
(53,50) (34,59)
(16,40) (60,37)
(28,72) (61,32)
(29,55) (60,47)
(32,32) (30,55)
(29,58) (44,53)
(26,60) (5,77)
(21,37) (40,56)
(61,44) (67,24)
(15,44) (47,52)
(48,46) (57,34)
(41,42) (46,49)
(40,60) (30,48)
(39,35) (37,67)
(33,51) (28,60)
(24,43) (16,44)
(11,51) (38,36)
(26,27) (37,51)
(49,48) (23,67)
(44,46) (37,67)
(38,34) (43,42)
(25,75) (62,32)
(48,58) (53,45)
(20,38) (14,45)
(36,55) (16,72)
(22,65) (27,64)
(22,68) (27,60)
(49,34) (23,45)
(53,43) (39,59)
(55,44) (12,44)
(55,49) (23,36)
(62,19) (53,30)
(44,42) (39,44)
(40,50) (27,75)
(30,60) (58,26)
(21,46) (55,32)
(27,28) (51,47)
(23,62) (52,36)
(28,52) (63,30)
(12,65) (8,77)
(31,52) (51,54)
(23,39) (43,40)
(14,62) (19,41)
(66,24) (58,37)
(31,63) (48,46)
(60,21) (34,32)
(51,31) (52,29)
(41,43) (24,46)
(54,27) (16,73)
(44,38) (30,68)
(38,66) (15,48)
(12,56) (56,40)
(65,26) (35,43)
(46,55) (51,30)
(44,44) (31,60)
(34,65) (55,27)
(56,27) (52,34)
(20,45) (51,38)
(22,49) (22,62)
(9,70) (29,75)
(13,65) (57,36)
(41,51) (61,22)
(23,70) (59,30)
(56,43) (10,63)
(7,64) (41,47)
(25,60) (14,44)
(17,39) (11,61)
(50,49) (45,35)
(34,61) (39,52)
(15,71) (22,76)
(42,52) (17,63)
(61,27) (23,34)
(33,64) (21,45)
(44,46) (56,51)
(17,67) (9,51)
(49,51) (35,25)
(59,36) (65,26)
(52,51) (45,59)
(60,25) (30,75)
(30,28) (31,65)
(58,49) (20,66)
(51,46) (20,72)
(58,31) (11,74)
(42,28) (34,70)
(61,29) (8,73)
(24,74) (55,42)
(37,59) (37,61)
(18,41) (43,55)
(37,47) (60,35)
(13,64) (27,57)
(33,26) (21,48)
(16,73) (30,74)
(30,48) (33,66)
(13,44) (16,70)
(42,46) (41,30)
(13,42) (59,45)
(41,35) (22,63)
(18,60) (16,45)
(39,58) (51,32)
(52,33) (26,69)
(42,61) (45,52)
(45,46) (39,62)
(28,32) (52,55)
(25,72) (44,45)
(15,47) (45,40)
(21,68) (16,46)
(59,28) (15,48)
(42,60) (57,38)
(57,41) (59,45)
(60,26) (32,68)
(10,49) (32,31)
(28,58) (48,36)
(35,30) (37,50)
(23,75) (39,37)
(46,33) (36,31)
(39,50) (12,69)
(18,38) (61,27)
(45,42) (59,31)
(34,58) (22,49)
(17,72) (22,64)
(22,75) (42,36)
(55,52) (49,52)
(36,53) (43,40)
(35,52) (9,62)
(14,45) (5,73)
(15,56) (55,38)
(12,75) (34,65)
(12,51) (19,51)
(30,59) (24,77)
(19,66) (36,31)
(12,56) (24,74)
(21,61) (36,30)
(23,42) (26,36)
(50,37) (5,65)
(53,41) (59,32)
(28,31) (48,37)
(19,73) (50,39)
(28,42) (47,39)
(25,77) (35,30)
(25,47) (42,35)
(47,49) (41,55)
(13,39) (40,48)
(40,45) (16,60)
(37,50) (43,56)
(13,42) (20,65)
(23,72) (56,27)
(31,60) (53,49)
(10,66) (7,67)
(27,60) (25,65)
(61,24) (64,25)
(36,36) (46,38)
(36,41) (26,45)
(35,65) (13,52)
(38,58) (11,47)
(47,49) (39,43)
(20,36) (17,39)
(46,36) (64,26)
(17,49) (31,68)
(40,38) (40,41)
(18,59) (26,36)
(62,44) (27,47)
(31,49) (38,45)
(24,40) (39,42)
(27,32) (5,77)
(38,44) (29,49)
(61,22) (32,59)
(46,39) (59,37)
(22,60) (14,56)
(10,72) (12,45)
(15,70) (39,49)
(47,49) (53,55)
(38,47) (61,25)
(43,50) (10,50)
(18,42) (50,51)
(14,75) (13,74)
(49,42) (63,30)
(52,54) (16,50)
(22,47) (56,40)
(47,33) (46,57)
(24,69) (42,46)
(12,60) (56,50)
(63,29) (8,64)
(25,36) (25,69)
(33,27) (25,39)
(36,35) (27,75)
(23,51) (48,57)
(65,25) (4,77)
(55,45) (33,70)
(20,73) (26,39)
(27,43) (59,30)
(41,60) (22,35)
(34,39) (29,55)
(16,49) (44,41)
(20,38) (25,67)
(42,39) (36,31)
(24,34) (21,75)
(62,22) (37,33)
(29,72) (16,59)
(33,26) (14,76)
(41,42) (52,31)
(9,72) (56,34)
(6,71) (59,42)
(4,69) (27,58)
(11,50) (50,56)
(35,25) (8,68)
(14,61) (40,34)
(21,50) (63,29)
(60,29) (57,27)
(44,58) (28,58)
(28,57) (59,43)
(60,46) (17,42)
(13,71) (39,50)
(29,28) (15,67)
(37,56) (30,59)
(11,66) (59,24)
(52,41) (20,59)
(10,67) (14,52)
(35,59) (58,39)
(18,50) (32,53)
(29,50) (18,67)
(64,28) (54,50)
(56,40) (28,65)
(21,38) (36,59)
(13,54) (57,24)
(18,59) (32,65)
(13,68) (16,60)
(52,29) (13,44)
(47,51) (47,59)
(33,54) (33,64)
(54,37) (33,28)
(60,34) (30,64)
(59,34) (56,33)
(21,62) (35,28)
(15,61) (16,46)
(59,29) (39,37)
(32,65) (22,62)
(37,49) (44,45)
(8,62) (43,37)
(35,48) (20,49)
(15,57) (4,67)
(35,54) (50,36)
(48,40) (21,64)
(43,40) (15,68)
(18,66) (34,26)
(65,27) (58,31)
(42,42) (53,46)
(14,53) (33,63)
(44,38) (32,52)
(35,44) (9,68)
(15,54) (11,75)
(39,37) (48,54)
(43,53) (17,60)
(28,50) (39,35)
(10,48) (11,48)
(18,59) (18,68)
(43,34) (58,28)
(42,55) (44,37)
(6,77) (34,24)
(34,41) (63,24)
(15,65) (34,59)
(27,68) (35,62)
(46,52) (27,46)
(32,55) (28,30)
(30,64) (60,22)
(27,64) (36,47)
(19,47) (16,47)
(16,66) (13,70)
(38,61) (46,45)
(60,44) (47,33)
(53,43) (54,37)
(26,42) (46,56)
(35,44) (6,65)
(16,75) (33,52)
(14,68) (30,64)
(49,34) (23,64)
(52,54) (56,49)
(28,64) (37,53)
(16,49) (35,61)
(58,25) (35,47)
(17,46) (51,39)
(21,59) (51,31)
(34,66) (56,47)
(6,70) (42,45)
(22,68) (32,55)
(23,63) (18,74)
(22,43) (24,50)
(31,61) (45,37)
(31,26) (36,60)
(31,28) (14,70)
(17,75) (31,62)
(42,51) (35,31)
(45,39) (40,53)
(20,64) (52,41)
(26,63) (56,44)
(26,27) (46,40)
(53,55) (25,38)
(31,26) (57,25)
(54,38) (12,74)
(64,26) (53,39)
(60,35) (17,47)
(54,42) (30,43)
(25,70) (19,70)
(18,38) (59,32)
(13,63) (28,76)
(24,66) (36,36)
(15,50) (28,66)
(42,42) (17,61)
(45,61) (36,51)
(53,50) (33,27)
(23,72) (38,44)
(38,59) (47,38)
(32,42) (19,63)
(35,26) (44,54)
(16,57) (11,50)
(38,58) (39,30)
(7,70) (5,68)
(55,44) (19,75)
(29,29) (33,59)
(13,61) (53,45)
(29,70) (53,48)
(16,52) (25,31)
(15,73) (59,31)
(45,36) (28,64)
(60,22) (36,67)
(23,36) (62,31)
(49,42) (13,60)
(33,49) (54,47)
(29,55) (28,36)
(57,36) (45,52)
(45,54) (13,71)
(37,32) (47,54)
(19,70) (14,45)
(27,41) (62,21)
(53,31) (53,34)
(13,65) (10,67)
(29,52) (24,67)
(14,47) (39,60)
(58,39) (31,71)
(23,36) (36,53)
(19,45) (39,46)
(14,37) (11,74)
(45,40) (22,67)
(12,44) (57,33)
(18,39) (46,35)
(46,35) (31,72)
(47,47) (60,34)
(51,44) (36,29)
(34,65) (25,39)
(34,42) (12,75)
(29,59) (20,59)
(25,73) (37,58)
(29,49) (24,33)
(40,63) (44,34)
(32,25) (30,75)
(30,27) (12,51)
(34,44) (47,42)
(63,31) (34,69)
(27,75) (41,49)
(35,51) (44,40)
(62,26) (19,41)
(44,30) (21,47)
(63,27) (34,24)
(22,67) (35,32)
(31,33) (25,46)
(38,64) (26,33)
(55,40) (26,74)
(59,30) (21,72)
(38,32) (12,65)
(38,51) (43,59)
(5,68) (42,57)
(39,51) (44,61)
(19,68) (49,50)
(35,68) (55,34)
(53,33) (31,30)
(43,28) (44,45)
(50,34) (49,44)
(16,59) (6,72)
(35,55) (16,51)
(41,30) (24,66)
