../../bgmaps/AR0203SR.map
(67,48) (19,22) (46,55)
(22,12) (35,70) (54,59)
(39,57) (55,51) (48,43)
(32,49) (58,52) (44,58)
(9,21) (23,25) (43,48)
(38,49) (33,39) (33,47)
(30,41) (30,67) (51,42)
(42,64) (47,65) (39,45)
(19,18) (23,26) (57,53)
(39,55) (70,54) (36,27)
(44,37) (60,53) (59,62)
(72,50) (43,67) (34,39)
(35,34) (27,31) (28,36)
(60,51) (39,24) (20,44)
(50,63) (30,34) (12,12)
(33,34) (48,35) (44,39)
(38,37) (41,59) (69,54)
(26,60) (47,37) (13,18)
(28,37) (51,58) (29,33)
(44,73) (60,64) (38,22)
(48,60) (66,55) (59,56)
(65,48) (67,55) (33,40)
(16,22) (41,33) (58,50)
(26,32) (37,68) (46,52)
(18,13) (57,58) (27,35)
(17,9) (67,50) (29,51)
(25,29) (29,46) (28,32)
(9,13) (13,11) (46,53)
(41,69) (40,53) (36,65)
(51,70) (34,54) (60,53)
(45,62) (45,68) (49,33)
(24,18) (20,57) (38,67)
(56,56) (28,48) (47,59)
(22,48) (18,9) (20,45)
(30,65) (12,21) (47,31)
(20,14) (50,71) (31,62)
(62,47) (53,46) (14,13)
(39,48) (30,47) (21,10)
(48,71) (52,62) (32,66)
(21,11) (16,19) (40,54)
(31,40) (7,15) (25,17)
(19,19) (72,46) (28,40)
(49,68) (28,38) (23,23)
(10,19) (30,42) (58,60)
(8,21) (20,18) (53,61)
(37,63) (28,59) (37,38)
(48,51) (44,70) (71,49)
(46,49) (53,53) (19,18)
(27,48) (31,54) (71,50)
(69,56) (58,62) (61,58)
(43,35) (24,49) (44,73)
(54,61) (33,64) (12,14)
(14,9) (17,52) (55,51)
(42,64) (49,43) (23,21)
(21,54) (51,40) (67,55)
(42,42) (24,52) (41,49)
(42,73) (42,64) (40,38)
(63,57) (34,41) (22,42)
(60,53) (53,54) (20,17)
(41,53) (66,58) (41,51)
(49,55) (50,50) (63,46)
(43,54) (37,22) (14,19)
(33,53) (16,21) (47,60)
(42,40) (68,48) (17,15)
(39,31) (57,51) (55,55)
(26,28) (58,49) (22,22)
(46,37) (18,53) (54,42)
(37,72) (19,46) (40,38)
(42,60) (33,56) (70,51)
(29,56) (60,54) (38,32)
(42,56) (42,40) (62,49)
(36,23) (36,40) (64,49)
(14,14) (48,63) (36,24)
(28,45) (29,39) (18,46)
(39,40) (34,28) (34,60)
(43,62) (59,61) (57,53)
(36,64) (63,50) (36,71)
(43,72) (39,41) (18,44)
(59,55) (38,57) (26,55)
(29,48) (38,57) (49,49)
(24,18) (63,48) (72,48)
(26,57) (23,56) (23,48)
(37,36) (31,40) (56,67)
(24,54) (46,41) (14,10)
(24,61) (60,57) (38,68)
(36,44) (39,64) (56,48)
(37,57) (54,42) (44,69)
(60,61) (36,55) (13,13)
(39,46) (29,41) (54,50)
(29,31) (37,60) (50,57)
(48,56) (46,31) (50,72)
(36,56) (19,46) (51,39)
(52,61) (34,33) (73,52)
(27,56) (41,73) (23,56)
(66,53) (52,67) (23,48)
(31,62) (39,37) (29,42)
(62,46) (44,36) (14,18)
(47,57) (42,48) (52,42)
(58,55) (35,31) (33,57)
(22,22) (45,64) (40,32)
(51,56) (39,73) (48,58)
(34,32) (40,45) (25,55)
