../../bgmaps/AR0420SR.map
(39,44) (38,34) (50,42)
(27,34) (39,26) (26,36)
(31,36) (44,40) (48,40)
(40,45) (49,47) (29,41)
(48,19) (32,29) (48,44)
(49,30) (48,44) (46,19)
(40,32) (28,46) (43,30)
(41,45) (30,40) (29,37)
(33,36) (47,22) (47,26)
(44,36) (38,42) (52,18)
(47,39) (43,39) (47,50)
(43,25) (41,38) (42,44)
(47,26) (47,22) (36,29)
(33,49) (50,21) (46,29)
(36,32) (47,49) (39,26)
(41,26) (33,34) (24,35)
(22,37) (46,27) (46,25)
(44,38) (48,27) (40,40)
(41,22) (46,26) (30,42)
(32,42) (43,27) (52,16)
(31,39) (38,47) (33,36)
(49,22) (43,37) (34,39)
(47,46) (34,31) (46,27)
(31,30) (41,41) (41,41)
(54,17) (30,48) (30,30)
(34,27) (41,30) (53,18)
(48,47) (27,33) (36,33)
(25,37) (34,48) (27,38)
(34,39) (38,28) (33,34)
(32,32) (29,38) (49,19)
(46,31) (28,41) (45,29)
(51,32) (27,31) (38,42)
(37,50) (36,26) (36,43)
(48,38) (45,42) (32,45)
(35,28) (41,23) (50,25)
(44,43) (41,34) (50,25)
(44,38) (41,31) (33,48)
(38,25) (48,44) (40,45)
(38,26) (50,31) (47,25)
(40,29) (34,46) (33,39)
(35,51) (44,42) (33,38)
(50,15) (31,39) (46,27)
(39,34) (45,44) (40,33)
(52,36) (43,41) (48,30)
(41,29) (48,19) (34,32)
(45,47) (48,39) (28,39)
(49,40) (28,41) (30,35)
(36,27) (36,51) (50,40)
(51,18) (52,26) (48,22)
(25,31) (31,47) (50,51)
(32,43) (20,34) (33,38)
(52,18) (52,35) (38,41)
(44,28) (42,48) (48,21)
(48,28) (45,40) (43,40)
(45,31) (32,40) (26,37)
(51,36) (48,20) (45,36)
(49,23) (41,34) (22,36)
(36,47) (22,36) (44,20)
(25,35) (44,22) (29,38)
(21,37) (50,32) (42,41)
(19,35) (46,20) (50,52)
(45,37) (31,39) (49,45)
(39,30) (45,48) (32,35)
(34,36) (27,34) (44,44)
(53,16) (48,38) (40,35)
(38,47) (38,42) (37,50)
(54,14) (46,28) (35,34)
(47,48) (48,42) (52,21)
(40,46) (47,31) (27,37)
(46,49) (37,43) (51,34)
(40,34) (27,39) (43,35)
(49,32) (40,26) (32,40)
(46,41) (33,34) (30,45)
(49,48) (46,40) (41,23)
(42,38) (37,41) (34,43)
(52,18) (47,17) (32,33)
(42,22) (47,24) (48,41)
(44,34) (45,32) (51,18)
(27,33) (50,35) (41,44)
(39,47) (42,24) (49,31)
(38,30) (46,21) (45,21)
(45,31) (33,40) (36,45)
(44,22) (48,35) (36,28)
(39,43) (41,33) (47,51)
(49,38) (49,40) (35,34)
(51,17) (50,21) (49,40)
(30,35) (24,35) (47,22)
(48,27) (30,29) (35,43)
(48,18) (48,21) (26,34)
(41,34) (51,16) (51,34)
(48,23) (41,31) (35,44)
(24,34) (44,40) (43,29)
(47,21) (41,42) (46,51)
(43,30) (32,33) (52,24)
(31,40) (33,35) (42,43)
(33,28) (39,34) (47,28)
(37,45) (51,31) (51,38)
(49,35) (30,48) (46,26)
(30,29) (44,46) (35,40)
(31,46) (42,49) (43,38)
(36,31) (30,42) (45,42)
(49,24) (31,49) (43,29)
(29,40) (27,38) (48,52)
(47,39) (51,30) (45,30)
(45,20) (44,20) (48,34)
(45,34) (48,40) (44,46)
(45,50) (46,45) (36,48)
(45,38) (47,50) (46,41)
(35,48) (43,25) (50,18)
(50,29) (45,47) (40,24)
(23,37) (26,36) (49,22)
(45,24) (51,20) (32,44)
(32,30) (51,33) (50,37)
(46,24) (31,33) (43,28)
(25,34) (44,24) (30,36)
(45,46) (48,47) (50,35)
(19,34) (24,35) (39,28)
(33,39) (44,24) (53,20)
(42,41) (29,48) (50,24)
(35,40) (48,21) (39,28)
(50,16) (50,35) (51,38)
(33,45) (47,51) (49,30)
(31,37) (50,32) (43,23)
(33,32) (31,33) (34,27)
(40,34) (50,39) (27,38)
(25,37) (38,27) (45,50)
(44,47) (48,26) (44,26)
(43,30) (42,40) (45,40)
(32,30) (39,29) (33,33)
(47,23) (23,35) (21,34)
(29,39) (50,22) (37,28)
(52,27) (34,40) (22,35)
(47,49) (34,42) (21,35)
(43,36) (32,39) (26,31)
(31,40) (25,37) (28,30)
(31,32) (33,49) (48,40)
(48,23) (46,42) (32,34)
(37,47) (48,20) (53,19)
(24,32) (35,29) (31,35)
(31,33) (37,42) (50,47)
(44,31) (21,35) (48,48)
(31,42) (31,49) (42,27)
(41,41) (47,44) (46,24)
(26,37) (47,40) (42,32)
(34,34) (23,37) (44,20)
(46,44) (26,35) (39,34)
(45,35) (27,37) (21,34)
(53,17) (46,45) (45,48)
(47,50) (39,41) (48,41)
(52,22) (48,42) (34,34)
(49,21) (38,48) (32,29)
(33,48) (50,43) (40,30)
(38,34) (28,33) (31,47)
(45,30) (48,51) (32,38)
(36,44) (47,37) (35,43)
(49,33) (41,38) (45,50)
(29,44) (50,35) (44,25)
(42,43) (31,30) (31,36)
(31,41) (49,52) (47,43)
(46,45) (43,22) (46,37)
(41,31) (47,50) (37,26)
(46,44) (46,21) (28,32)
(27,35) (39,44) (33,32)
(29,32) (47,30) (34,36)
(36,49) (50,51) (31,33)
(46,49) (47,21) (44,26)
(40,42) (25,33) (28,36)
(45,33) (44,44) (50,41)
(50,47) (40,41) (43,44)
(46,36) (47,33) (20,35)
(45,43) (41,32) (51,18)
(29,48) (40,46) (47,27)
(36,41) (35,27) (43,47)
(38,46) (34,42) (47,23)
(35,51) (38,47) (47,51)
(43,35) (19,34) (35,33)
(41,30) (33,43) (47,51)
(42,45) (48,48) (34,35)
(48,26) (44,30) (29,39)
(40,30) (53,20) (51,16)
(38,30) (27,33) (42,34)
(36,29) (27,39) (29,38)
(42,23) (47,22) (44,20)
(30,31) (53,20) (29,36)
(47,27) (23,35) (52,26)
(52,36) (38,31) (44,39)
(48,45) (28,33) (23,36)
(41,45) (41,30) (43,41)
(31,31) (50,25) (38,33)
(53,14) (46,23) (31,46)
(47,41) (42,30) (39,32)
(39,45) (40,30) (23,37)
(49,25) (47,46) (27,38)
(38,27) (40,31) (54,19)
(49,30) (40,25) (35,47)
(33,34) (51,25) (35,28)
(27,38) (47,38) (51,25)
(34,35) (41,22) (37,47)
(42,37) (53,19) (49,28)
(43,43) (21,34) (31,37)
(47,38) (33,50) (28,31)
(48,48) (45,31) (47,30)
(46,38) (32,42) (48,30)
(32,33) (50,34) (43,25)
(46,25) (51,23) (40,43)
(44,45) (49,29) (48,30)
(49,16) (48,28) (50,30)
(31,49) (40,28) (48,25)
(26,35) (38,45) (48,21)
(32,46) (36,51) (35,28)
(30,31) (49,30) (33,41)
(48,26) (45,45) (48,46)
(29,41) (39,45) (39,29)
(50,50) (39,26) (49,37)
(23,32) (50,47) (39,41)
(46,18) (42,43) (35,51)
(26,37) (48,30) (34,34)
(35,46) (30,29) (47,18)
(46,41) (41,34) (37,44)
(48,34) (44,30) (37,41)
(42,25) (41,35) (42,31)
(20,34) (44,41) (50,28)
(48,27) (39,28) (45,20)
(25,38) (36,33) (52,35)
(42,45) (41,29) (19,35)
(34,28) (50,17) (39,43)
(47,27) (48,34) (43,38)
(40,33) (45,31) (34,28)
(41,32) (33,48) (50,33)
(33,40) (31,49) (32,28)
(49,22) (51,38) (33,48)
(28,30) (52,25) (40,43)
(36,26) (30,31) (31,44)
(48,32) (32,41) (47,28)
(35,32) (29,45) (50,22)
(43,29) (34,47) (41,38)
(29,48) (30,43) (49,43)
(49,31) (44,43) (35,49)
(28,35) (49,45) (45,38)
(28,47) (45,49) (53,18)
(31,32) (47,39) (39,44)
(38,29) (49,47) (48,38)
(45,42) (44,38) (49,28)
(30,36) (37,48) (38,45)
(47,38) (28,36) (25,34)
(28,32) (28,37) (46,47)
(32,43) (31,40) (44,23)
(43,33) (52,29) (35,34)
(52,27) (27,39) (50,33)
(30,46) (51,37) (49,39)
(39,45) (33,40) (43,36)
(51,30) (54,18) (43,38)
(47,41) (42,35) (39,32)
(34,30) (50,31) (51,17)
(29,38) (39,44) (45,41)
(34,36) (48,38) (47,20)
(34,31) (21,33) (37,47)
(40,25) (30,48) (47,30)
(47,33) (51,28) (44,29)
(22,37) (22,36) (50,25)
(33,29) (37,47) (36,31)
(43,36) (44,30) (52,26)
(47,43) (42,21) (30,45)
(47,22) (41,28) (35,31)
(47,46) (25,35) (52,26)
(42,35) (34,36) (46,25)
(49,29) (31,35) (25,33)
